delivery_id,match_id,innings,over,ball,batter_id,bowler_id,non_striker_id,runs_off_bat,extras,wicket_type,dismissed_batter_id
259,2,1,3,1,277,142,278,0,0,,
260,2,1,3,2,277,142,278,0,0,,
261,2,1,3,3,277,142,278,0,0,,
262,2,1,3,4,278,142,277,1,0,,
263,2,1,3,5,278,142,277,0,2,,
264,2,1,3,6,278,142,277,4,0,,
265,2,1,4,1,278,142,277,2,0,,
266,2,1,4,2,278,142,277,4,2,,
267,2,1,4,3,278,142,277,0,0,,
268,2,1,4,4,277,142,278,1,0,,
269,2,1,4,5,278,142,285,1,0,lbw,277
270,2,1,4,6,285,142,278,1,0,,
271,2,1,5,1,285,142,278,0,0,,
272,2,1,5,2,285,142,278,2,0,,
273,2,1,5,3,285,142,278,0,0,,
274,2,1,5,4,285,142,278,4,0,,
275,2,1,5,5,278,142,285,1,0,,
276,2,1,5,6,278,142,285,0,0,,
277,2,1,6,1,278,132,285,4,0,,
278,2,1,6,2,278,132,285,0,0,,
279,2,1,6,3,278,132,285,0,0,,
280,2,1,6,4,285,132,278,1,0,,
281,2,1,6,5,285,132,278,0,1,,
282,2,1,6,6,285,132,278,4,0,,
283,2,1,7,1,285,132,278,2,0,,
284,2,1,7,2,285,132,278,4,0,,
285,2,1,7,3,285,132,278,0,0,,
286,2,1,7,4,285,132,278,0,0,,
287,2,1,7,5,285,132,278,0,0,,
288,2,1,7,6,285,132,278,0,0,,
289,2,1,8,1,285,132,278,2,0,,
290,2,1,8,2,285,132,278,0,0,,
291,2,1,8,3,285,132,278,2,0,,
292,2,1,8,4,278,132,285,1,0,,
293,2,1,8,5,278,132,285,0,0,,
294,2,1,8,6,278,132,285,0,0,,
295,2,1,9,1,278,132,285,0,0,,
296,2,1,9,2,278,132,285,2,0,,
297,2,1,9,3,278,132,285,2,0,,
298,2,1,9,4,285,132,278,1,0,,
299,2,1,9,5,285,132,278,6,1,,
300,2,1,9,6,285,132,278,4,0,,
301,2,1,10,1,285,132,278,0,0,,
302,2,1,10,2,278,132,285,1,0,,
303,2,1,10,3,278,132,285,0,0,,
304,2,1,10,4,285,132,278,1,1,,
305,2,1,10,5,278,132,285,1,0,,
306,2,1,10,6,278,132,285,0,0,,
307,2,1,11,1,285,132,278,1,0,,
308,2,1,11,2,278,132,285,1,0,,
309,2,1,11,3,278,132,285,0,1,,
310,2,1,11,4,278,132,285,0,0,,
311,2,1,11,5,278,132,285,0,0,,
312,2,1,11,6,278,132,285,6,0,,
313,2,1,12,1,285,130,278,1,0,,
314,2,1,12,2,278,130,285,1,0,,
315,2,1,12,3,278,130,285,0,0,,
316,2,1,12,4,278,130,285,0,0,,
317,2,1,12,5,278,130,285,0,0,,
318,2,1,12,6,285,130,278,1,0,,
319,2,1,13,1,285,130,278,0,0,,
320,2,1,13,2,285,130,278,4,0,,
321,2,1,13,3,285,130,278,0,0,,
322,2,1,13,4,285,130,278,4,0,,
323,2,1,13,5,285,130,278,0,1,,
324,2,1,13,6,285,130,278,2,0,,
325,2,1,14,1,285,130,278,0,0,,
326,2,1,14,2,285,130,278,4,0,,
327,2,1,14,3,285,130,278,0,0,,
328,2,1,14,4,285,130,278,6,0,,
329,2,1,14,5,285,130,278,6,0,,
330,2,1,14,6,285,130,278,4,0,,
331,2,1,15,1,278,130,285,5,0,,
332,2,1,15,2,278,130,285,0,0,,
333,2,1,15,3,278,130,285,0,0,,
334,2,1,15,4,278,130,285,0,0,,
335,2,1,15,5,278,130,285,0,0,,
336,2,1,15,6,278,130,285,2,0,,
337,2,1,16,1,278,130,285,2,0,,
338,2,1,16,2,281,130,285,0,0,lbw,278
339,2,1,16,3,281,130,285,0,0,,
340,2,1,16,4,281,130,285,0,0,,
341,2,1,16,5,281,130,285,0,0,,
342,2,1,16,6,281,130,285,0,0,,
343,2,1,17,1,281,130,285,0,0,,
344,2,1,17,2,281,130,285,0,1,,
345,2,1,17,3,281,130,285,6,0,,
346,2,1,17,4,281,130,285,0,0,,
347,2,1,17,5,281,130,285,0,0,,
348,2,1,17,6,281,130,285,0,0,,
349,2,1,18,1,281,141,285,0,0,,
350,2,1,18,2,285,141,281,1,0,,
351,2,1,18,3,285,141,281,0,0,,
352,2,1,18,4,285,141,281,0,0,,
353,2,1,18,5,285,141,281,0,0,,
354,2,1,18,6,281,141,285,1,0,,
355,2,1,19,1,285,141,281,1,0,,
356,2,1,19,2,285,141,281,0,0,,
357,2,1,19,3,281,141,285,1,1,,
358,2,1,19,4,281,141,285,0,0,,
359,2,1,19,5,281,141,285,0,1,,
360,2,1,19,6,281,141,285,6,0,,
361,2,2,0,1,129,287,141,4,0,,
362,2,2,0,2,129,287,141,4,0,,
363,2,2,0,3,129,287,141,2,0,,
364,2,2,0,4,129,287,141,0,0,,
365,2,2,0,5,129,287,141,0,0,,
366,2,2,0,6,141,287,129,1,0,,
367,2,2,1,1,141,287,129,4,0,,
368,2,2,1,2,141,287,129,0,1,,
369,2,2,1,3,129,287,141,3,0,,
370,2,2,1,4,129,287,141,0,0,,
371,2,2,1,5,129,287,141,0,0,,
372,2,2,1,6,141,287,129,1,0,,
373,2,2,2,1,141,287,129,0,0,,
374,2,2,2,2,141,287,129,0,0,,
375,2,2,2,3,129,287,141,1,0,,
376,2,2,2,4,129,287,141,0,0,,
377,2,2,2,5,141,287,129,1,0,,
378,2,2,2,6,141,287,129,0,0,,
379,2,2,3,1,141,287,129,0,0,,
380,2,2,3,2,141,287,129,0,0,,
381,2,2,3,3,141,287,129,0,0,,
382,2,2,3,4,141,287,129,2,0,,
383,2,2,3,5,140,287,129,0,0,lbw,141
384,2,2,3,6,140,287,129,0,0,,
385,2,2,4,1,140,287,129,2,0,,
386,2,2,4,2,140,287,129,0,0,,
387,2,2,4,3,129,287,140,3,0,,
388,2,2,4,4,140,287,129,1,0,,
389,2,2,4,5,140,287,129,4,0,,
390,2,2,4,6,140,287,129,0,0,,
391,2,2,5,1,129,287,140,1,0,,
392,2,2,5,2,140,287,129,3,0,,
393,2,2,5,3,140,287,129,0,0,,
394,2,2,5,4,140,287,129,0,1,,
395,2,2,5,5,140,287,129,0,0,,
396,2,2,5,6,140,287,129,0,0,,
397,2,2,6,1,129,282,140,1,0,,
398,2,2,6,2,129,282,140,0,0,,
399,2,2,6,3,129,282,140,0,0,,
400,2,2,6,4,129,282,140,0,0,,
401,2,2,6,5,129,282,140,0,0,,
402,2,2,6,6,140,282,129,1,0,,
403,2,2,7,1,129,282,140,1,0,,
404,2,2,7,2,129,282,140,0,0,,
405,2,2,7,3,129,282,140,0,0,,
406,2,2,7,4,129,282,140,4,1,,
407,2,2,7,5,129,282,140,0,0,,
408,2,2,7,6,129,282,140,4,0,,
409,2,2,8,1,129,282,140,0,0,,
410,2,2,8,2,129,282,140,0,0,,
411,2,2,8,3,129,282,140,0,0,,
412,2,2,8,4,140,282,129,1,0,,
413,2,2,8,5,140,282,129,2,0,,
414,2,2,8,6,140,282,129,4,0,,
415,2,2,9,1,129,282,140,1,2,,
416,2,2,9,2,129,282,140,4,0,,
417,2,2,9,3,129,282,140,6,0,,
418,2,2,9,4,129,282,140,4,0,,
419,2,2,9,5,129,282,140,2,0,,
420,2,2,9,6,140,282,129,1,0,,
421,2,2,10,1,129,282,140,1,0,,
422,2,2,10,2,129,282,140,0,0,,
423,2,2,10,3,129,282,140,0,0,,
424,2,2,10,4,129,282,140,0,0,,
425,2,2,10,5,129,282,140,0,0,,
426,2,2,10,6,140,282,129,1,0,,
427,2,2,11,1,140,282,129,2,1,,
428,2,2,11,2,140,282,129,4,0,,
429,2,2,11,3,140,282,129,0,0,,
430,2,2,11,4,140,282,129,2,0,,
431,2,2,11,5,129,282,140,1,0,,
432,2,2,11,6,129,282,140,0,0,,
433,2,2,12,1,129,288,140,0,0,,
434,2,2,12,2,129,288,140,4,0,,
435,2,2,12,3,140,288,129,1,0,,
436,2,2,12,4,140,288,129,0,2,,
437,2,2,12,5,129,288,140,1,0,,
438,2,2,12,6,129,288,140,0,1,,
439,2,2,13,1,129,288,140,0,0,,
440,2,2,13,2,140,288,129,1,0,,
441,2,2,13,3,140,288,129,2,0,,
442,2,2,13,4,140,288,129,0,0,,
443,2,2,13,5,140,288,129,0,1,,
444,2,2,13,6,140,288,129,0,2,,
445,2,2,14,1,140,288,129,6,1,,
446,2,2,14,2,140,288,129,0,0,,
447,2,2,14,3,140,288,129,0,0,,
448,2,2,14,4,129,288,140,1,0,,
449,2,2,14,5,140,288,129,1,0,,
450,2,2,14,6,140,288,129,0,0,,
451,2,2,15,1,140,288,129,0,0,,
452,2,2,15,2,144,288,129,0,0,lbw,140
453,2,2,15,3,144,288,129,0,0,,
454,2,2,15,4,144,288,129,0,0,,
455,2,2,15,5,129,288,144,3,0,,
456,2,2,15,6,129,288,144,0,0,,
457,2,2,16,1,129,288,144,4,0,,
458,2,2,16,2,129,288,144,0,0,,
459,2,2,16,3,129,288,144,0,0,,
460,2,2,16,4,129,288,144,2,1,,
461,2,2,16,5,129,288,144,0,0,,
462,2,2,16,6,129,288,144,0,0,,
463,2,2,17,1,129,288,144,0,0,,
464,2,2,17,2,129,288,144,0,0,,
465,2,2,17,3,144,288,129,1,0,,
466,2,2,17,4,144,288,129,4,0,,
467,2,2,17,5,144,288,129,4,0,,
468,2,2,17,6,144,288,129,0,0,,
469,2,2,18,1,144,279,129,2,0,,
470,2,2,18,2,144,279,129,0,0,,
471,2,2,18,3,144,279,129,0,2,,
472,2,2,18,4,144,279,129,4,0,,
473,2,2,18,5,129,279,144,1,0,,
474,2,2,18,6,129,279,144,2,1,,
475,2,2,19,1,129,279,144,0,0,,
476,2,2,19,2,129,279,144,0,0,,
477,2,2,19,3,129,279,144,0,0,,
478,2,2,19,4,129,279,144,0,0,,
479,2,2,19,5,144,279,129,1,0,,
480,2,2,19,6,144,279,129,0,0,,
481,3,1,0,1,485,43,490,0,0,,
482,3,1,0,2,490,43,485,1,0,,
483,3,1,0,3,490,43,485,2,0,,
484,3,1,0,4,490,43,485,0,0,,
485,3,1,0,5,485,43,490,1,0,,
486,3,1,0,6,485,43,490,2,0,,
487,3,1,1,1,490,43,485,1,0,,
488,3,1,1,2,490,43,485,0,0,,
489,3,1,1,3,490,43,485,0,0,,
490,3,1,1,4,490,43,485,0,0,,
491,3,1,1,5,490,43,485,0,0,,
492,3,1,1,6,490,43,485,0,0,,
493,3,1,2,1,490,43,485,0,0,,
494,3,1,2,2,490,43,485,0,0,,
495,3,1,2,3,490,43,485,0,0,,
496,3,1,2,4,490,43,485,2,0,,
497,3,1,2,5,490,43,485,0,0,,
498,3,1,2,6,490,43,485,0,0,,
499,3,1,3,1,490,43,485,4,0,,
500,3,1,3,2,490,43,485,4,0,,
501,3,1,3,3,490,43,485,0,0,,
502,3,1,3,4,490,43,485,0,0,,
503,3,1,3,5,490,43,485,0,1,,
504,3,1,3,6,485,43,490,3,2,,
505,3,1,4,1,485,43,490,0,0,,
506,3,1,4,2,485,43,490,4,0,,
507,3,1,4,3,485,43,490,0,0,,
508,3,1,4,4,485,43,490,0,0,,
509,3,1,4,5,490,43,485,1,0,,
510,3,1,4,6,490,43,485,0,1,,
511,3,1,5,1,490,43,485,0,0,,
512,3,1,5,2,490,43,485,0,0,,
513,3,1,5,3,488,43,485,4,1,hit wicket,490
514,3,1,5,4,488,43,485,4,0,,
515,3,1,5,5,488,43,485,0,0,,
516,3,1,5,6,488,43,485,0,2,,
517,3,1,6,1,488,41,485,0,1,,
518,3,1,6,2,488,41,485,0,0,,
519,3,1,6,3,488,41,485,2,0,,
520,3,1,6,4,485,41,488,1,0,,
521,3,1,6,5,485,41,488,0,0,,
522,3,1,6,6,485,41,488,0,0,,
523,3,1,7,1,485,41,488,0,0,,
524,3,1,7,2,485,41,488,0,0,,
525,3,1,7,3,485,41,488,0,0,,
526,3,1,7,4,485,41,488,0,0,,
527,3,1,7,5,485,41,488,0,0,,
528,3,1,7,6,485,41,488,0,0,,
529,3,1,8,1,485,41,488,0,0,,
530,3,1,8,2,488,41,485,1,0,,
531,3,1,8,3,488,41,485,4,0,,
532,3,1,8,4,486,41,485,6,0,lbw,488
533,3,1,8,5,486,41,485,4,0,,
534,3,1,8,6,486,41,485,4,0,,
535,3,1,9,1,486,41,485,0,0,,
536,3,1,9,2,486,41,485,0,0,,
537,3,1,9,3,486,41,485,0,0,,
538,3,1,9,4,485,41,486,1,1,,
539,3,1,9,5,486,41,485,1,1,,
540,3,1,9,6,486,41,485,6,0,,
541,3,1,10,1,485,41,486,3,0,,
542,3,1,10,2,486,41,485,3,0,,
543,3,1,10,3,486,41,485,0,1,,
544,3,1,10,4,486,41,485,2,0,,
545,3,1,10,5,486,41,485,0,0,,
546,3,1,10,6,486,41,485,0,0,,
547,3,1,11,1,485,41,486,1,0,,
548,3,1,11,2,485,41,486,0,0,,
549,3,1,11,3,485,41,486,0,0,,
550,3,1,11,4,486,41,485,1,0,,
551,3,1,11,5,495,41,485,6,0,run out,486
552,3,1,11,6,495,41,485,2,0,,
553,3,1,12,1,495,37,485,0,0,,
554,3,1,12,2,495,37,485,0,0,,
555,3,1,12,3,495,37,485,4,0,,
556,3,1,12,4,495,37,485,6,0,,
557,3,1,12,5,495,37,485,6,2,,
558,3,1,12,6,485,37,495,1,0,,
559,3,1,13,1,485,37,495,4,0,,
560,3,1,13,2,485,37,495,0,0,,
561,3,1,13,3,485,37,495,0,0,,
562,3,1,13,4,485,37,495,0,0,,
563,3,1,13,5,495,37,487,1,1,hit wicket,485
564,3,1,13,6,487,37,495,5,0,,
565,3,1,14,1,487,37,495,0,2,,
566,3,1,14,2,487,37,495,0,0,,
567,3,1,14,3,487,37,495,0,0,,
568,3,1,14,4,487,37,495,0,0,,
569,3,1,14,5,487,37,495,0,0,,
570,3,1,14,6,487,37,495,4,0,,
571,3,1,15,1,487,37,495,0,0,,
572,3,1,15,2,487,37,495,2,0,,
573,3,1,15,3,487,37,495,6,0,,
574,3,1,15,4,487,37,495,0,0,,
575,3,1,15,5,487,37,495,0,0,,
576,3,1,15,6,487,37,495,2,1,,
577,3,1,16,1,487,37,495,0,1,,
578,3,1,16,2,487,37,495,4,0,,
579,3,1,16,3,495,37,487,1,0,,
580,3,1,16,4,487,37,495,1,0,,
581,3,1,16,5,495,37,487,5,1,,
582,3,1,16,6,486,37,487,6,1,stumped,495
583,3,1,17,1,486,37,487,4,1,,
584,3,1,17,2,487,37,486,1,1,,
585,3,1,17,3,487,37,486,2,0,,
586,3,1,17,4,487,37,486,0,0,,
587,3,1,17,5,487,37,486,2,0,,
588,3,1,17,6,487,37,486,0,0,,
589,3,1,18,1,487,33,486,0,0,,
590,3,1,18,2,487,33,486,0,0,,
591,3,1,18,3,487,33,486,0,0,,
592,3,1,18,4,487,33,486,0,0,,
593,3,1,18,5,487,33,486,2,0,,
594,3,1,18,6,487,33,486,0,0,,
595,3,1,19,1,487,33,486,0,0,,
596,3,1,19,2,487,33,486,0,0,,
597,3,1,19,3,487,33,486,0,0,,
598,3,1,19,4,487,33,486,6,0,,
599,3,1,19,5,487,33,486,4,0,,
600,3,1,19,6,486,33,487,1,0,,
601,3,2,0,1,34,491,35,0,0,,
602,3,2,0,2,34,491,35,2,0,,
603,3,2,0,3,43,491,35,0,0,stumped,34
604,3,2,0,4,43,491,35,4,0,,
605,3,2,0,5,43,491,35,0,0,,
606,3,2,0,6,35,491,45,1,0,caught,43
607,3,2,1,1,35,491,45,0,0,,
608,3,2,1,2,35,491,45,0,0,,
609,3,2,1,3,45,491,35,1,0,,
610,3,2,1,4,45,491,35,0,0,,
611,3,2,1,5,45,491,35,0,0,,
612,3,2,1,6,45,491,35,0,0,,
613,3,2,2,1,45,491,35,2,0,,
614,3,2,2,2,45,491,35,0,0,,
615,3,2,2,3,35,491,45,1,0,,
616,3,2,2,4,35,491,45,4,0,,
617,3,2,2,5,35,491,45,4,0,,
618,3,2,2,6,35,491,45,0,0,,
619,3,2,3,1,35,491,45,2,0,,
620,3,2,3,2,45,491,35,3,0,,
621,3,2,3,3,45,491,35,0,0,,
622,3,2,3,4,45,491,35,6,2,,
623,3,2,3,5,45,491,35,0,0,,
624,3,2,3,6,45,491,35,0,2,,
625,3,2,4,1,45,491,35,4,0,,
626,3,2,4,2,45,491,35,4,0,,
